,uid,iid,score,review,date
308,1397,654,3.8533504012175452,i ' big tofu fan decide give try the server sweet help find gluten free option we split orange chicken buddha delight it good fill we pleasantly surprise we come ,2017-01-28 04:03:37
309,1684,942,3.8673437271799775,i take girlfriend brio nice dinner impress we number resturants la vega favorite list to start decor place fantastic great set light the waiter kind know stuff sure the food fantastic reasonably price we definitely back ,2013-05-05 04:40:32
310,2043,886,3.8179291170110727,"spak brothers favorite food pittsburgh this place absolutely heaven vegan i always get order seitan wing vegan buffalo sauce vegan ranch ( get extra ). the pizza awesome they wide variety veg - friendly pizza top include pepperoni sausage daiya mozzarella cheddar the first time i go ( husband kid tow ), i ' realize limit seat prepare take in warm weather get hot inside restaurant due oven may want sit inside anyway there couple bench outside sidewalk people sit eat also sometimes long wait time call early we usually order bring home pop onto pizza stone heat back still delicious worth drive u the service always friendly always happy answer question top ingredient etc i always say next time i try one vegan sandwich far i cannot give seitan wing pizza just awesome food !! ",2015-01-25 14:04:11
311,181,37,5.0,whoa this unexpected last meal town yelp help sort restaurant i saw bbq towards top list .. decision easy the meat truly outstanding brisket amaze ... great crusty bark beautiful smoke ring tender beef the pork rib top 2 best time la bbq the sausage go nice smooth not spicy good snap case slightly coarse grind beef pork blend that ' texas trinity i never expect good arizona bravo sides : i try bean potato salad grit beans slightly thick very hearty like way potato salad tiny bite undercooked just personal preference .. like easier bite grits awesome though really tasty make sure get early we arrive 10 : 30am saturday ' sit eat till 12 : 30 ,2017-12-02 20:05:08
312,340,141,4.722153625850641,my husband i try gaetano ' first time tonight the food amaze service awesome we definitely go back ,2012-11-06 05:38:55
313,254,179,2.352801412962434,"i really want like place with awesome review cool retro vibe i think great brunch instead greet mediocre time our drink good expensive $ 24 50 bloody mary ... vegas price !?! whatever the bottomless mimosa expect the best part - go cup fresh mimosa the food .... well i order huevos benedictito spanish version egg benedict great concept execution the english muffin tough burn carnitas hard ( get meat hard & dry ... much time warm lamp perhaps ), egg sauce tasty at least something redeem plate and ' even think get hash brown unless want undercooked season potato string ( i think potato ?) they bland blend plate my hubby order beach bum omelette look good full veggie he say okay lifeless pile cardboard shoestring thing call hash brown lastly table condiment no salt & pepper sugar nothing it ' little thing make big picture i hope day i ' think i take gamble give tom ' urban another chance sorry ... ",2018-09-25 14:12:47
314,2113,1059,3.8777155321867984,recently stay 4 night wonderful very spacious suite comfortable bed the live room tv remote tv ' work call issue resolve immediately best stay ever ,2017-07-25 17:03:56
315,1072,757,3.862968766131218,great food price well get plus service attentive feel like genuinely care ,2018-07-07 22:16:38
316,98,758,3.6492190527006287,"stayed 1 night 9 / 2 / 12 classic room how anyone give place 2 star beat hell needed last minute place stay end labor day weekend i ' get say : thank god one night quite possibly worst hotel stay ever arrival / check in : the park structure old dilapidate hard find since accessible las vegas blvd i ' drive i remember take back alley find place check difficult find ( hotel ' theme apparently ). after check spend literally 20 minute look elevator room we give different direction lot point wrong way we finally find elevator tower 3 ... locate pass narrow corridor one bar no sign nothing this place maze price : very affordable less $ 50 night night ( include weekend ). no resort fee unfortunately get pay ... location : probably reason hotel still business also probably reason ' blow sky high center strip ' beat hotel : falling apart utterly unpleasant low ceiling pathway make feel squeeze smoky air dark hallway carpets filthy elevators button ' work operate ridiculously slow noisy machinery i ' think hotel remodel since open 40 year ago definitely show room : echoed rest hotel : dirty dark the room tiny decor ancient ( popcorn ceiling nasty wallpaper !). the light inadequate ( couple lamp ). beds springy old uncomfortable the carpet dirty i resort wear sandal around room mid - 90 ' tv tiny window view structure old noisy air conditioner outdated cheaply make bathroom hope ' germophobe gambling : did gamble food : food overprice eat ( end grab earl ' instead ). i hear hash house go go would something good check though maybe next time amenities : no resort fee = amenity unless pay check : don ' remember easy ( ' wait get ). overall : this place dump no way describe the thing place go location ' good ' want spend time hotel you ' notice anyone anything positive say place mention location spend time room anyways ?"" well i love go much anyone i also need place get ready place come back the cheap price worth put dirtiness hotel imo it ' even get simple thing right spend dollar stay place like bally ' harrah ' flamingo excalibur luxor want strip there also plenty strip alternative around price until place ( name the quad ) get extensive makeover get completely gutted i would suggest avoid like plague one unpleasant stay ' enough never 1 / 5 ",2012-12-06 07:55:01
317,822,8,3.70221459332125,i hesitant try cravings i ' fond wynn buffet but boyfriend ' persistent whine i give i say food decent favorite part dessert section i grab entree plate dessert oh crab okay go studio b really want good crab ,2011-03-20 07:42:15
318,330,795,3.9082753033902113,someburros use good ... anymore they ' cut get charge the mild sauce watery drink no tomato garnish pollo fundido amount sauce top rice side greatly reduce they never mess good thing won ' back ,2015-07-08 21:09:52
319,1204,304,4.747092203562131,if misfortune need body shop place consider they amaze work offer customer support unheard day this business / ,2015-09-24 03:11:00
320,957,548,3.8763181755292733,the chicken mash potato wonderful contrast stuff make hearty meal my wife french dip somewhat expert come sandwich give dip b +. ,2018-04-15 15:47:10
321,1003,709,3.936529708186031,my first time 702 nail lounge last night katie foot & good job friendly personality & make feel value customer ann fill & moderate job prices reasonable & salon nice ,2016-07-09 11:54:03
322,28,27,3.938537243425423,i visit place several time they great happy hour price regular menu price reasonable their entree big enough share favorite fish taco they tend get pretty busy friday night sometimes bite wait overall thumb ,2012-12-04 02:18:24
323,1432,372,4.2524030825127115,i agree previous post ordinary i seem go back often food must descent haven ' anything else centropolis i would go back ,2012-07-12 14:01:15
324,89,842,3.9723909408761275,i say i impress market street cafe my family go breakfast buffet while ' compete size variety many larger vegas buffet place serve really yummy food pretty much everything i taste delicious ( ok cheese blintz ?). the real draw price - pay le $ 6 head nothing wrong the service staff attentive friendly place clean all good experience ,2012-05-28 16:29:19
325,1854,714,4.755792256000843,"simple beautiful decoration clean restaurant ( bathroom ), delicious plate overall great value money spend we get dumpling appetizer crispy delicious our entree ' take long come delicious both server attentive hover overall really great the thing i ' really care aftertaste water despite i would definitely recommend look forward come back ",2017-06-22 03:11:08
326,329,906,3.964573355357227,i always pas place way home work since i clue eat dinner i pop the woman behind counter i assume also manager greet i tell first time she give menu tell special go mesa location ' anniversary ... cheeseburger fry drink $ 7 sold i wait even 10 minute i peruse small market section food do i ' ask burger cook specific way i go flow i taste fry first ... score !! delicious crispy soft just perfect burger next it good :) i come back check item menu patio well thanks !! ,2016-02-10 00:27:58
327,1993,826,3.8975243951539777,had groupon voucher mint quit serve dinner say would valid rnr decided give go past sunday boyfriend son lunch / brunch huge error judgment if love loud music ' hear yrself speak love crowd go sunday my hope i able go week ' quieter ' lunch use groupon my take place without eat - cater 21 - 30 crowd probably interest serious restaurant ( people actually choose go eat people watch ). looking good place eat solid service nice atmosphere good food - italian grotto 2 block north scottsdale ,2013-07-08 14:43:16
328,342,529,3.879848971558483,stopped concert it pretty late open now i i would sure go back got wait list wait 15 minute we sit patio ' patio since ' inside build outside restaurant got it good could people watch i order loco moco great choice absorb alcohol lol the meat cook right quality taste i like stickiness rice i think gravy could little flavor ' bad give try ,2016-11-07 04:54:19
329,536,280,2.2166629018243516,"food usually decent unfortunately atmosphere leaf something desire there ' never music play ( especially friday saturday really ?) it ' like church sunday they also never open window ledge lead outdoor patio -- huge plus folk want outdoor experience "", like cold beer cheeseburgers zinburger ' half fun arizona able sit bar outside inside feel bar ",2016-06-23 00:54:59
330,262,193,3.171124328314106,my 2 teenage daughter i treat nice dinner roy ' stay resort i ' say bad meal definitely worth high price tag get we decide share 2 appetizer 2 main dish dessert could get taste several thing our bill $ 150 water drink here ' order ... appetizer sampler canoe 3 - one sample per person 5 different appetizer item pretty good presentation beautiful ... i ' iron chef judge i ' rather little quantity high price kalbi spring rolls - fry spring roll korean chojang sauce ( korean red pepper paste ). definitely worth order hibachi salmon - 6 oz salmon cook perfectly w / literally little triangle rice side hawaii short ribs - 6 oz short rib melt mouth tender flavorful warm chocolate souffle - order sit allow 20 minute preparation favorite part meal in short enjoy dinner ambiance location resort property ... i wish would give little bigger portion dish price charge i ' think ' return next visit ,2013-08-04 21:10:53
331,132,729,3.8381698123125116,ohjah japanese steakhouse great place experience hibachi table cooking the staff always super nice attentive the cook really talented funny we ' others vegas ohjah favorite one hand ,2018-09-04 01:04:09
332,1930,769,3.9745555519823794,"i ' twice thoroughly enjoy the mama pizza sausage pizza terrific - crust thin chewy top inventive ( weird ), sauce ' overpower the caprese salad quite good although bite small share i also enjoy wine selection the dessert amaze - sort chocolate ' mousse pot practically lick clean will definitely return it ' nice atmosphere - casual - fancy dinner lunch service lovely friendly time ",2013-03-18 20:34:59
333,895,576,3.9528081708143343,i ' understand bad review i ' see i enjoy everything sushi hot food dessert lunch time if go empty stomach eat hot food first attack sushi perhaps bite pricey worth ,2017-01-16 21:15:41
334,576,549,3.9719287340180847,i idea place get many star this second time try place i remember eat hash brown another location i would come back does one know medium egg it runny back hash brown get thing mcdonald ' potato thing ' much better pancakes tough oddly bite crispy the sausage gravy sausage ' like sausage i taste again sure rat ,2017-05-30 19:33:16
335,795,696,3.8112162831184575,adjusted price probably least favorite restaurant pittsburgh i two appetizer bad expensive the new style sashimi $ 14 5 thin slice cook fish no menu say ' cook nothing history universe suggest sashimi cook to boot staff try charge $ 28 ungodly abomination that quickly take care nothing else do timely manner i ' even recommend place drink service slow inattentive bar ,2017-02-26 01:04:03
336,1231,341,4.91120380567604,this favorite restaurant las vegas i come least month nearly two year the course start small salad delicious peanut base dress next come vegetable plate include carrot bamboo shoot tofu tofu noodle next come entree i almost always order jack beef shabu shabu offer sukiyaki shrimp chicken pork well the shabu shabu come rice three dip sauce ( spicy sesame peanut ponzu ) the night end perfect scoop ice cream i try shabu shabu restaurant town find others compare taste service shabu shabu paradise i continue come introduce others ,2009-03-03 16:38:36
337,1763,737,3.974453246126348,their rebab pool party is pain rear ' come specific requirement list entrance strictly reinforce i guest hotel i fine except smell sweat bed sheet i replace clean one the room nice great price holiday weekend they could better job speed process check & though come prepare wait ... a little distant strip uber & lyft always come handy vegas ,2017-05-30 07:55:44
338,45,525,3.9929089771455146,had smoke salmon benedict amaze atmosphere great ' bite expensive ,2017-12-10 02:09:14
339,1575,462,4.484273801277375,the best sushi spot west kimmy roll everything good !! staff best open till 3 ,2018-06-29 08:51:32
340,299,1054,3.8177042316651413,i ' burger bar time i fan i ' decide 3 4 star decide 3 many better option vegas if mandalay bay border grill best restaurant burger bar bad option they pretty much anything think burger start beef chicken turkey lamb many type meat add whatever cheese top then get pick bun many option ( pretzel wheat potato etc ). once burger option many different type side ( fry sweet potato fry fry zucchini etc ). there many option could get something different every time come even though pretty much burger i think salad people group would prefer something burger the burger good very juicy cook perfectly service little slow awful it slightly overprice comparable everything vegas if i ' mood burger vegas i might return burger bar ,2011-08-25 00:39:47
341,1821,642,3.9722369073962236,one favorite spot madison great food drink ambiance splendid ( especially night ). remember order cheese curd ; i think best cheese curd madison :) ,2015-04-28 19:41:57
342,1480,511,3.052892239517955,people rave täkō i say i rather disappoint i finally make dinner it quite small restaurant reservation dinner go week advance you eat bar without reservation turn relatively quickly might wait bite you make reservation website yelp seatme i go boyfriend shout still ' really hear one another it incredibly loud it also dark hardly see menu ' eat the decor confuse metal locker christian paraphernalia black / red decor might find dungeon it rather dreadful atmosphere ( bar look slightly better since tiny bite better light sit right next anyone go make hear little easier ). we start house - make guacamole impress i mushroom taco quite tasty enough go i pretty good mezcal - base drink the price quite high get ,2016-03-27 18:50:26
343,1814,525,3.9768960056564002,we read review get really excite place we really love brunch place charlotte pretty weak category cafe monte good great we get beignet coffee latte salmon omelette egg benedict the coffee sumatra the latte weak little flavor the egg benedict salmon omelette good little spice make different place they ' flavorful the server atmosphere nice but food worth price ,2018-10-14 01:48:36
344,1484,302,4.8667651631317,with husband dinner sale regular price : $ 15 99 sale price try $ 12 99 there ' two u much cheaper normally come limited time no specify end date sale !!! ,2016-06-08 00:33:42
345,846,509,4.568468857160041,i ' big club person awesome night it latin night personal taste still great time the food great but great place hang friend dance great music hookah hang till 4am the patio nice view crowd semi - quiet place get away crowd ,2016-09-17 09:08:58
346,731,145,4.877654402559397,upgraded version roberto ' same menu taste price better service quality roberto ' recently change size shrimp cocktail 32oz 22oz ( med drink size ) lot le satisfy especially shrimp cocktail lover i ' prefer frausto ' roberto ' the service lot pleasant ,2017-04-30 05:21:27
347,2146,1112,3.906157508726095,ipic great job next trip food beverage great well service they provide u two set free movie ticket unfortunately ' back others dissapeared ... ,2014-11-02 22:47:41
348,257,33,4.015918453135905,so finish late night meal i consider fiancé sushi connoisseur we find ' meh but blow away restaurant chain .... anyway get 11pm seat we specifically come happy hour tell seat happy hour menu bar you mean 15 seat bar we ' drink i decline not forget ' state menu ... our mediocre late night snack come $ 70 .... should stick rule din local go salt pepper squid - good not overly fry lime nice touch samba strip salmon avocado spicy tuna ... nothing fancy way better ,2015-07-16 07:10:34
349,1967,812,3.8751490188251365,this place gem !! my new favorite restaurant scottsdale we come dinner large party service fabulous let say truffle mac & cheese change life i still dream vanilla - scent potato fork - tender short rib the menu wonderfully creative everything taste perfect chef rusconi gift i plan come back soon ,2014-08-04 03:28:51
350,1176,573,4.704706452027558,"i would like owner know person mushroom risotto indecent ""..... decide remove previous review experience way owner handle ... nice actually care happen unlike manager staff ... also business owner know important yelp ......... handle situation better staff ... manager .... although experience restaurant cannot remove memory .... decide take action anyway ..... still would like say need work menu bite ..... italian claim ... family fresh boat italian know food .. .. his bruschetta need work well involtini ... make correctly ..... anyway .... thank owner least take time contact u make right horrible wrong .... ",2013-08-05 23:30:26
351,1548,401,3.535122310690835,3 5 star i dig gem cafe noda atmosphere bake good ( i think could use oomph ). i love quaint decor antique mismatch chair spread feel art wall students study couple play boardgames friend catch - good vibe coffee good thank goodness i die java we sit outside atrium sort odd expand ' seem part cafe ' quiet open i quite like space we late lunch order ham gruyere tartines they tasty small anyway main reason i go check pastry since i need dessert big family event ' come read many rave review the guy counter ' offer free sample ( smile ) walk wonderful look array bake good tell helpful i excite taste bite sad ' blow mind i sample : coconut macaroon - meh miss i dig sweetener / sugar use i think overprice reminiscent best macaroon i ever france mini berry tart - i want love look cute ' even sweet ' memorable either chocolate hazelnut tart - recommend guy counter i high hope one chocolate fill although really hazelnut - decent crust dry hard ok mini fruit tart - best lot crust decent custard add moistness but ' make ooh ahh either i disappoint i ' use bake good event ' wow so sum it ' little way i live closer i would definitely go often i eye chocolate croissant one favorite time pastry i go larger sandwich next time maybe sample salt caramel brownie popular charlotte need non cookie - cutter cafe like ,2010-08-23 21:53:16
352,993,1003,3.9716246631653567,food good had spring roll pho beef service ' great definitely go back food i addict pho definitely best place phoenix pho ,2014-08-11 04:59:41
353,272,377,4.738741619699693,we bring ipad mini fix they fairly price knowledgeable they fix 1 day we definitely use ,2016-10-15 02:38:08
354,1812,543,3.7308263022273134,from time military i share strip club maybe ' i give place 2 star ..? or a bottle of beer cost damn near $ 20 bucks !!.. now i ' complain service badd some dude take u table could fit 8 crew come stable hoe ' ( disrespect stripper guy refer !) ' mission clean every dime pocket smile shove ta ta ' face .... complain role play get keep much green pocket !.. lol we stay 40mins realize go fast need roll end all money !.. overall nice setup pretty girl helpful staff expensive drink expect ... its vegas go big or go home ... go elsewhere !.. ,2012-03-28 19:13:58
355,1019,35,4.938501926080608,gorgeous hotel beautiful casino great restaurant friendly service plenty pool our favorite part room suite i able convince friend book suite elsewhere stay u our second time first time great time make sure become gratzi club member go detail spend money hotel we spend ton money cabana restaurant gamble find afterwords everything want count club must bill room oops a reminder table club card would nice ,2018-08-24 00:10:55
356,1114,898,3.972408517855686,good location people watch game overprice poor service may prevent ever go back we try go time vegas golden knights game without success the waitress ' want serve vgk jersey prefer wait tourist finally get table fourth try stop game ' get food drink service table yet people visit team jersey take care went bar eventually get two beer take 20 minute then i stand line order food expensive night knights ' play all tell two beer two hot dog order fry appetizer cost i go bavettes steakhouse thankfully poor service prevent order two beer since i ' feel like stand bar 20 30 minute i feel like spend another $ 24 two beer ,2018-04-16 05:17:55
357,850,867,3.69239633549583,this review purely base service ' get chance try food ... if negative one star get my husband i want try something new we find eden ' grill yelp think ' give shoot we walk stand lack space 2 min no one acknowledge u decide grab seat it get even worst sit 5 min still nothing no water even notice customer walk servers din room i ' see least one person ' say hi we walk back ,2012-03-01 03:00:12
358,1056,777,3.874728845678001,okay i know i ' get grief rat heart may stop beat read anyway since ' clog poutine beyond repair i love greasy cheesey potatoey goodness mostly anyone know but place bring order ( poutine pepper bacon etc .) large obscene i almost lose appetite try power give halfway maybe i come drink 2 : 00am almost certainly would 5 - star place food : 2 / 5 value : 5 / 5 service : 4 / 5 atmosphere : 4 / 5 ,2015-09-22 04:29:57
359,905,38,3.773519277286339,"great concept ( bonus point start young asu graduate ). tried chicken short rib enchilada red green salsa ( christmas style !), kind cheese pico habanero salsa guacamole it delicious it pretty hectic / loud lunch expect restaurant surround business also i ' notice oversalting food like reviewer i love salt know i definitely go back ",2014-06-28 01:13:25
360,55,52,4.755517564119879,amazing burgers the combination ingredient fantabulous it ' difficult favorite yes i ' every item menu ,2017-12-02 18:37:50
361,2056,928,3.862968766131218,very good price friendly environment ask personal opinion best vapor lounge vegas ,2016-02-20 09:37:22
362,1886,645,3.974458717654198,had smokey burger : burger brisket bbq sauce gouda good disappointed waiter ask i want burger do burger come well ( though still good i prefer medium rare ). ,2012-11-22 01:59:57
363,103,91,4.755815757640368,we love pastry shop stay montreal i try bakery near area i ' believe go back place twice explore new town however place good they amaze chocolate croissant almond croissant blueberry tart mention specialty kouign amann the thing ' like apple turnover ( little tart taste ) cafe au lait ( little light side ). ,2016-08-25 10:48:50
364,539,772,3.862968766131218,worst buffet vega far !!! wish could get money back we come eat visit hotel titanic exhibition the buffet poor selection many thing it dirty disgust ,2017-03-25 22:44:19
365,758,137,4.647929780299684,i buy donut take work minimum month my co worker hate donut good eat one ,2018-04-15 14:16:54
366,765,323,3.9341622823766635,good hookah lounge friendly staff wide selection hookah flavour nice place chillout ,2015-02-16 08:24:33
367,1684,907,3.854646268958628,i dealership coulpe week ago look buy honda civic the salesperson take serious buyer would stop tell personal story waste 2 hour test drive approval paper total waste time place ,2013-04-05 22:30:19
368,573,931,3.7492098340116584,lakeside sheer joy amaze food professional waitstaff gorgeous view restaurant truly gem eat two time visit vega thats lovely first time 2 5 lobster lobster bake cook perfection delightful also truffle spinach mash potato amaze second time steak mussel ( make entree ). steak good think seafood better mussel incredible .... plump fresh pei mussel amaze broth brandy vince waiter world professional thoughtful really make experience special samantha host greet warm smile treat like family view water water show spectacular make already fabulous place extraordinary issue mention kid menu one time go son order regular menu make expensive 2 u worth ,2017-08-28 19:05:49
369,1412,262,2.626026679826591,honestly people give place much credit -.- price food worth i mean $ 16 fettucini alfredo and ' without chicken shrimp my friend get guess happen it freak undercooked she obviously go eat ' pay either she ' the food horrid worth the customer service reason review ' 1 star ,2012-05-21 10:29:55
370,838,670,3.87073421731136,park fremont great place stop get drink good food the staff friendly food good i read review patio pounder come mumm nappa champagne i guess ' longer receive martini & rossi still great experience would recommend ,2017-02-19 16:25:45
371,1991,827,3.8028485313105596,this place complete joke .. take cash check ... really ?? gotta order drink seperate pay separately food .. place sit ... employee rude helpful question ... i live az bring guest eat definetly back ever i bring town guest either !! ,2017-03-12 23:11:08
372,1497,732,3.971244026530926,that probably one better museum i ' make sure bring student id least say forget bring i never buy museum gift store stuff i buy stuff kinda like urban outfitters spencer ' gift quality sardonic wit the cafe kinda suck starve going friend either homophobe right wing republican increase fun factor hundred ,2007-11-26 04:25:54
373,645,527,4.643554819250924,excellent breakfast stop my wife french toast think best french toast ever the sausage delicious cinnamon roll really good the one knock cinnamon roll use cream cheese base frost favorite otherwise good overall the nice perk fresh squeeze oj one free refill ,2014-10-04 17:09:08
374,1579,479,1.574630843239005,"first customer service par decided call order meet extreme attitude tell i option pay phone i decide i would rather pay person since i ' like give card number phone the lady hang i could get eta food confirm order i call back tell would begin order i pay ( ' point call ahead ), tell i live 5 minute away would shortly reluctantly agree begin order on arrival lady counter short u ' wait u leave when get home traditional wing dry boneless soggy i say i enjoy sauce ' for quality customer service i would also say ' price 2 half dozen wing nearly $ 30 side drink i will pay extra food i feel customer service quality back case atl wings ",2016-09-21 01:41:36
375,703,140,4.606646913016686,tacos chiwas taqueria ' crave legit street style taco need near central phoenix they wide selection meat option know exactly ' get the food serve quickly hot get the salsa bar ' crazy selection everything need be careful ' use spice stick mild definitely great go spot nice cold horchata taco ' also inexpensive ,2017-09-09 01:34:03
376,423,840,3.9746226169716654,huge bang buck 12 pizza unlimited top 7 min cook time $ 10 crust crispy wheat crust option took ( 3 ) basketball team push 30 pizza oven 20 min ,2016-07-25 05:57:16
377,1553,770,2.3528014131790735,as ready make purchase last week problem system there manager floor first 45mins they leave sale people deal problem sale team nice finally get second option could make purchase hour wait we go purchase cash they suppose email receipt ' print anything system never get receipt well major problem went assemble item purchase i wonder screw keep fall why cause wood already strip damage the lady customer service say i could call manufacturer send replacement piece i would i i want return defective crap i would concern gonna problem go forward i rather so i ' go return tell i wait 2 week get payment back that ' straight crap needless say entire experience inconvenience i would never purchase for person pay cash tell gotta wait 2 week receive payment back check how i even know i ' receive payment back this company straight bull ,2015-08-30 20:48:05
378,1028,1000,3.975234600439691,just return boy trip vegas del frisco ' agenda always we 12 u private wine room ( fantastic private room look ) 6th straight year every visit staff food spot steaks fish appetizer expertly prepare after disappoint experience usually good prime bellagio night i make sure del frisco ' recognize execution i ' also eat restaurant proper several time never disappoint ,2012-05-12 15:09:14
379,837,853,3.974643231396198,stayed mgm grand tour wed venue we tour spa wall walk thru signature get area loved tower quiet well decorate we decide get marry spa wall make reservation stay signature my complaint room ready arrive 5pm they comp u time via food i say i super disappoint exhaust was tell would call texted 30 minute room hour pass walk back tower area inquire we provide food comp really already dinner plan end able save comp food next visit we one room suite balcony beautiful room much room two bathroom excellent view balcony well ceiling floor window bedroom the room perfect we plan go back we friday saturday sunday was enough time enjoy pool area show available mgm after wed go luxor see criss angel awesome we use concierge make plan limo food show i would recommend use executive limo they late i still work compensate i give 4 star wait room however wait would 5 star hope help ,2016-10-26 16:59:43
380,1527,391,3.300770462865446,this place great little expensive side best job pet groomers take dog i love open area dog hangout play together rather put create back i would recommend anyone !! ,2012-10-08 16:19:45
381,741,250,4.510011513469717,booked spring train was disappoint overall paid little extra i think nicer hotel get small date room plus charge park wifi breakfast then loud guest play cornhole outside balcony almost midnight checked 1 night move north couple block staybridge one 4 similar hotel whole lot le much happier much better value i would stay see basketball football game 3 day wife ,2017-03-15 02:46:40
382,832,807,3.969259187998698,very disappoint we come dine usually wife get table order meal well cashier male always congenial u tell husband front everyone hold sit table we embarrass leave establishment long story short think seat first come first serve feel treatment unnecessary we end eat mimi ' ,2017-01-21 21:16:50
383,1789,603,3.694091366051348,"i discover kensington market accident year ago it ' bustle warren funky mom - - pop shop ( craft etc .), restaurant ice - cream parlor this time around i discover i think : i know strip along augusta avenue discover store along baldwin street kensington avenue bought useful item army - navy store this exactly sort community ' danger recent condominium redevelopment downtown do visit kensington market completely disappear ",2017-11-03 14:33:26
384,1333,29,4.643554819250924,really enjoy flaming fajitas chip salsa great and course fried ice cream this place real mexican flavor the price reasonable ,2018-03-18 21:35:50
385,179,133,4.716810800034132,best sushi nice staff awesome price favorite sushi place cleveland !!! been go year never bad experience always delicious fresh ,2015-09-23 23:46:49
386,35,631,3.4323080689530445,finally get try brunch i order bellini drink quiche salad also side small waffle absolutely delicious !! hubby order mimosa cheese danish french toast 2 extra egg everything super good my waffle light fluffy the quiche soft melt mouth i wonderful experience service good we definitely back next time ' vegas we come weekday 11am wait plenty seat ,2018-07-06 16:55:04
387,1022,845,3.93785179777999,if ' know go come they amaze food everything delicious some favs salmon pasty shepherd pie banger mash the divey bar back much fun super chill it really dark pbr candle old leather comfy sofa pool table / dart there oldschool tv movie 90 .... oh cheap irish car bomb drink ... legit .... i love place ,2015-11-12 05:48:47
388,1461,914,3.9368482534570695,fish fresh quality sushi amaze i love salmon sashimi sushi also alaska roll good ,2016-05-21 15:50:36
389,1114,12,2.698323114844804,the arena nice seat well lay food drink price average stadium choice okay that disappoint since las vegas great food drink option town my biggest frustration t - mobile arena charge park i understand stadium charge people park las vegas park always free the next time i go t - mobile arena i simply park another property walk - nothing far las vegas strip one frustration people upper level delay leave people lower level could exit first t - mobile need get act together develop better crowd control plan ,2016-07-25 18:36:49
390,173,63,3.791073028287169,i really like place - strip mall nice store around decor ambiance great plus i love name honey salt two favorite thing i burger fry others party egg benedict rave review steak salad - also rave review the burger do perfectly - much i wish i ' split the fry though huge disappointment this come someone rarely meet fry i ' like ... bar low all fry leave behind will back - please make better fry ,2018-04-17 22:01:30
391,1761,607,3.8798721575842263,found place thank scavenger hunt part it disappoint very cool venue outdoor patio shade super nice dog friendly too ( behave ). i get three taco b2g1 each roughly $ 4 00 -$ 4 25 here i get : tacos order leave right ... fat guy in little coat : marinated steak lettuce queso fresco cilantro avocado aioli get off my lawn : jalapeño pepper stuff shrimp cheese tempura fry pickle cabbage salsa roja long duck long : korean style sweet & spicy steak red cabbage sesame seeds cilantro creme ,2018-05-25 21:41:03
392,1470,335,4.754883976024108,moving vegas i need new think spot i saw review park it seem relax i wonder park would work especially vegas it make smile i come many child enjoy park ' amusement child they seem really enjoy weird hill thing i saw course main focus park hit trail while search nice blend green nice standard picnic run lap around track like road move away see lot desert instead i never really saw park like quite bite interest upon reach hike trail ' notice sign pretty much tell advise hit trail daylight hour i come time sun would set soon i want nice bite scenery the trail relatively easy climb probably take 10 minute most i ' hike shoe i slip time time i get top i pretty amaze there picnic area top area center sit around relax it make realize underdevelop vegas farther strip it quite interest see also give feel emptiness you see lot hill far away sunset quite amaze it quiet top i felt like i able keep steady mindset i when come back i felt like lot weight lift usually downhill hike painful short ' pretty light leg ( i leg day gym shortly .) i wish i someone take i save another time ,2013-10-02 06:22:30
393,1156,61,4.755742609818359,man oh man i would hang like crazy i live area i grow modern pinball machine always way run mill video game there ' something idiosyncrasy giant mechanical device way feel connect still appeal great deal and stop see blond woman work machine clean place say hello my girlfriend i chat hour stupidly never think ask name oh well ' sweet probably little bore :-) ,2010-09-07 20:44:16
394,1995,777,3.937426022055517,"la banquise aurait apparemment la réputation ' être le meilleur resto de poutine de montréal j ' ai bien dit aurait apparemment "". nous avon donc eu envie ' aller voir par nous même malheureusement ce fut encore un ca de réputation plus grande que nature "". sur place nous constatons que l ' endroit est minuscule les table et le chaise sont petite et notre table était sale il avait encore de la sauce dessus j ' ai moi - même pris un napkin pour essayer la table cet endroit est très bien pour connaître le gen ; mon voisin de table qui est un parfait étranger était à 10 cm de moi et je pouvais tout suivre de sa conversation avec son ami après quelques minute la serveuse vient prendre la commande ; j ' opte pour une petite poutine à la sauce poivrée le service est un peu long mais le poutines arrivent finalement les frites ne semblent pa très fraîches et sont un peu mordantes sou la dent pa très bien cuites le goût est bien rien ' extraordinaire ; j ' ai connu de poutines meilleures ailleurs ne voulant pa nous arrêter sur une note négative nous décidons ' essayer le dessert ce ne fût pa vraiment un succès le pudding chômeur était sec et un peu granuleux sou la dent et le gâteau triple chocolat goûtait un peu le congelé sentait parfaitement le goût de l ' humidité de congélateur à chaque bouchée alors que nous attendions l ' addition nous remarquons que le sol est bien sale mais au moins la facture n ' était pa très élevée ca il faut bien leur donner bref au risque de péter la balloune à certaines personnes le resto la banquise n ' est pa le resto de poutine à montréal pour le connaisseurs de poutine :) ",2013-04-10 00:50:25
395,417,222,4.21418565219545,this little hideaway one best keep secret chandler the food great service fast family friendly atmosphere ,2017-01-14 20:30:07
396,256,117,3.063032309393388,decor ambience nice food portion generous price menu higher quality food ( latter good ). we want know mole dish taste like waitress bring sample sauce i like the yucatan pork dish generously portion fill the plaintains favorite overall service unwelcoming ,2013-11-06 22:22:06
397,1299,904,3.9526027044379686,come see kelly she amaze she fast attentive the result always i want i ' pay spend whole day ,2016-06-20 00:29:43
